GRB200415367,2,3.45,11.91,-25.45,0.6,58954.366731064816,58954.7115636,58954.7612142,1271005497.0,1271009787.0,58955.7088321,58955.7584827,1271091661.0,1271095951.0,1,1155,,11.884999999999998,0.12,-25.26305555555556,2020-04-15 08:48:05.564,0.144,0.036,-0.016,5.0136e-06,1.6154e-08,9.0924,0.1977,-0.64,73.6947,2.0504,  1.056021e-01,          4.207483e-03,          4.207483e-03,   6.199818e+02,           1.673462e+01,           1.673462e+01,   4.078322e-01,           7.147701e-02,           7.147701e-02, -2.000100e+00,          1.046534e+00,          1.046534e+00,             -0.064,             0.192,pflx_comp              ,                   0.473,flnc_comp              ,                   0.473,bn200415367 ,97.599,-87.94,50.0,300.0,-5.45,-0.98,1.09,5.75,0.064,0.023,0.0,11110100000000,10.0,1000.0,1.1495e-06,8.7443e-09,0.0,35.2349,0.6935,-0.064,3.9923,0.1305,-0.64,27.0932,1.3897,0.0,15.5051,0.494,-0.064,0.064,0.256,1.024,11000100000010    ,              0.000,             0.064,  1.329702e-01,          4.765164e-03,          4.765164e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -1.040943e+00,           1.375551e-02,           1.375551e-02,     6.131448e+01,           1.203890e+01,     3.924127e+00,           7.704897e-01,     1.996719e-05,           2.511880e-06,     1.277900e-06,           1.607603e-07,      2.363156e+01,            4.378029e+00,      1.512420e+00,            2.801939e-01,      3.345782e-07,            5.745325e-08,             1.548,               1.548,      476.000,PSTAT              ,  1.370400e-01,          6.062939e-03,          6.062939e-03,   1.020079e+03,           3.111042e+01,           3.111042e+01,   3.834865e-01,           4.988227e-02,           4.988227e-02,   1.000000e+02,           0.000000e+00,           0.000000e+00,     7.499924e+01,           6.270289e+00,     4.799951e+00,           4.012985e-01,     4.954551e-05,           3.729755e-06,     3.170912e-06,           2.387043e-07,      2.714361e+01,            2.593178e+00,      1.737191e+00,            1.659634e-01,      4.890279e-07,            4.574403e-08,             0.473,               0.473,      475.000,PSTAT              ,  1.598426e-01,          8.170911e-03,          8.170911e-03,   7.477397e+02,           2.326039e+01,           2.326039e+01,   6.013992e-01,           7.137037e-02,           7.137037e-02, -2.000100e+00,          7.999900e+00,          7.999900e+00,     7.095368e+01,           7.183476e+00,     4.541036e+00,           4.597424e-01,     4.361333e-05,           4.290089e-06,     2.791253e-06,           2.745657e-07,      2.867705e+01,            3.069814e+00,      1.835331e+00,            1.964681e-01,      5.203478e-07,            5.611255e-08,             0.579,               0.579,      474.000,PSTAT              ,  1.049310e-01,          5.348995e-03,          5.348995e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -2.881054e-02,           3.790589e-02,           3.790589e-02,   1.002998e+03,           4.638679e+01,           4.638679e+01,   3.000000e-01,           0.000000e+00,           0.000000e+00,  -4.606297e+00,           3.819725e-01,           3.819725e-01,     7.643063e+01,           3.842482e+00,     4.891561e+00,           2.459189e-01,     5.124447e-05,           2.482717e-06,     3.279646e-06,           1.588939e-07,      2.557360e+01,            1.618084e+00,      1.636710e+00,            1.035574e-01,      4.538302e-07,            2.813312e-08,             0.478,               0.478,      474.000,PSTAT              ,  5.872736e-02,          1.447439e-03,          1.447439e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -1.123773e+00,           8.188129e-03,           8.188129e-03,     2.737184e+01,           7.974254e-01,     8.650598e+00,           2.520184e-01,     7.920778e-06,           1.450735e-07,     2.503283e-06,           4.584904e-08,      1.024685e+01,            2.588762e-01,      3.238415e+00,            8.181527e-02,      7.012720e-07,            1.611453e-08,             3.373,               3.821,      486.000,Castor C-STAT      ,  8.525376e-02,          2.933025e-03,          2.933025e-03,   9.447409e+02,           2.857548e+01,           2.857548e+01,   6.494680e-02,           4.375386e-02,           4.375386e-02,   1.000000e+02,           0.000000e+00,           0.000000e+00,     3.571946e+01,           1.610524e+00,     9.144182e+00,           4.122942e-01,     2.024821e-05,           8.267899e-07,     5.183542e-06,           2.116582e-07,      1.509706e+01,            7.796102e-01,      3.864847e+00,            1.995802e-01,      1.027028e-06,            5.179538e-08,             0.473,               0.473,      475.000,PSTAT              ,     3.400809e+01,           2.370620e+00,     8.706072e+00,           6.068786e-01,     1.794922e-05,           1.122303e-06,     4.595001e-06,           2.873095e-07,      1.619695e+01,            1.234969e+00,      4.146420e+00,            3.161521e-01,      1.120982e-06,            8.457546e-08,             0.537,               0.537,      474.000,PSTAT              ,  6.486382e-02,          2.580816e-03,          2.580816e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -8.683392e-02,           3.746384e-02,           3.746384e-02,   5.719863e+02,           2.227600e+01,           2.227600e+01,   3.000000e-01,           0.000000e+00,           0.000000e+00,  -2.949488e+00,           1.481378e-01,           1.481378e-01,     3.592770e+01,           1.950449e+00,     9.197491e+00,           4.993148e-01,     2.007987e-05,           1.145024e-06,     5.140448e-06,           2.931261e-07,      1.504137e+01,            9.260336e-01,      3.850591e+00,            2.370646e-01,      1.043934e-06,            6.260500e-08,             0.481,               0.481,      474.000,PSTAT              ,3,       5,2024-12-17 16:18:27.00,,58954.366731064816,GRB200415367,0.009

