GRB200415367 PowerLaw,1.0e-10,2.07 14.78 3.84 4.23e-10 -2.83e-10 4.61e-10 1.4e-10 8.84e-10
GRB170816599 PowerLaw,1.0e-10,2.07 3.57 1.89 3.72e-12 -3.46e-12 1.23e-11 2.66e-13 1.6e-11
GRB230228244 PowerLaw,1.0e-10,2.07 2.91 1.71 6.89e-11 -6.44e-11 1.24e-10 4.52e-12 1.93e-10
GRB200605762 PowerLaw,1.0e-10,2.07 1.53 1.24 1.96e-11 -1.96e-11 5e-11 0.0 6.95e-11
GRB170403583 PowerLaw,1.0e-10,2.07 3.37 1.84 6.14e-12 -5.74e-12 1.54e-11 4e-13 2.15e-11
GRB180204109 PowerLaw,1.0e-10,2.07 1.54 1.24 6.39e-12 -6.39e-12 1.74e-11 0.0 2.38e-11
GRB210827416 PowerLaw,1.0e-10,2.07 0.06 0.24 3.54e-12 -3.54e-12 5.58e-11 0.0 5.93e-11
GRB150110923 PowerLaw,1.0e-10,2.07 5.9 2.43 1.57e-11 -1.18e-11 2.26e-11 3.97e-12 3.83e-11
GRB221120895 PowerLaw,1.0e-10,2.07 1.14 1.07 5.88e-12 -5.88e-12 2.34e-11 0.0 2.93e-11
GRB180418281 PowerLaw,1.0e-10,2.07 5.63 2.37 7.09e-12 -5.86e-12 1.39e-11 1.23e-12 2.1e-11
GRB180715755 PowerLaw,1.0e-10,2.07 0.51 0.71 2.74e-12 -2.74e-12 1.7e-11 0.0 1.97e-11
GRB160714097 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 3.75e-09 0.0 3.75e-09
GRB170817529 PowerLaw,1.0e-10,2.07 3.43 1.85 5.54e-11 -5.07e-11 1.38e-10 4.65e-12 1.94e-10
GRB220418720 PowerLaw,1.0e-10,2.07 4.27 2.07 4.44e-11 -3.94e-11 8.86e-11 4.96e-12 1.33e-10
GRB180718082 PowerLaw,1.0e-10,2.07 7.62 2.76 7.82e-12 -6.17e-12 1.63e-11 1.66e-12 2.41e-11
GRB210618072 PowerLaw,1.0e-10,2.07 1.89 1.38 8.12e-12 -8.12e-12 2.61e-11 0.0 3.42e-11
GRB170803729 PowerLaw,1.0e-10,2.07 0.94 0.97 4.87e-12 -4.87e-12 2.59e-11 0.0 3.08e-11
GRB150819440 PowerLaw,1.0e-10,2.07 1.82 1.35 5.47e-09 -5.47e-09 1.93e-08 0.0 2.48e-08
GRB201214672 PowerLaw,1.0e-10,2.07 4.94 2.22 1.14e-11 -9.46e-12 2.04e-11 1.93e-12 3.18e-11
GRB220511571 PowerLaw,1.0e-10,2.07 4.6 2.15 3.48e-12 -3.19e-12 1.15e-11 2.87e-13 1.5e-11
GRB151229285 PowerLaw,1.0e-10,2.07 1.27 1.13 2.46e-11 -2.46e-11 8.83e-11 0.0 1.13e-10
GRB160612842 PowerLaw,1.0e-10,2.07 0.0 0.02 5.67e-10 -5.67e-10 6.68e-08 0.0 6.74e-08
GRB171007498 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 8.54e-12 0.0 8.54e-12
GRB150101641 PowerLaw,1.0e-10,2.07 0.14 0.38 4.99e-11 -4.99e-11 3.23e-10 0.0 3.73e-10
GRB170708046 PowerLaw,1.0e-10,2.07 1.37 1.17 4.91e-12 -4.91e-12 1.58e-11 0.0 2.07e-11
GRB180805543 PowerLaw,1.0e-10,2.07 3.59 1.89 2.85e-11 -2.66e-11 6.97e-11 1.98e-12 9.82e-11
GRB170826369 PowerLaw,1.0e-10,2.07 6.7 2.59 7.12e-12 -6.03e-12 1.46e-11 1.09e-12 2.17e-11
GRB190427190 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 9.23e-12 0.0 9.23e-12
GRB160624477 PowerLaw,1.0e-10,2.07 3.54 1.88 1.04e-09 -9.48e-10 1.13e-09 9.63e-11 2.18e-09
GRB190515190 PowerLaw,1.0e-10,2.07 4.92 2.22 1.2e-11 -1.06e-11 2.97e-11 1.46e-12 4.18e-11
GRB180402406 PowerLaw,1.0e-10,2.07 4.85 2.2 3.27e-11 -2.78e-11 6.38e-11 4.87e-12 9.65e-11
GRB201008443 PowerLaw,1.0e-10,2.07 2.3 1.52 9.41e-12 -9.41e-12 2.8e-11 0.0 3.75e-11
GRB211024065        
GRB230812790 PowerLaw,1.0e-10,2.07 1.54 1.24 1.23e-09 -1.23e-09 2.03e-09 0.0 3.27e-09
GRB210323918 PowerLaw,1.0e-10,2.07 0.0 0.06 2.43e-11 -2.43e-11 7.6e-10 0.0 7.84e-10
GRB200623138 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 4.21e-11 0.0 4.21e-11
GRB230512269 PowerLaw,1.0e-10,2.07 0.0 0.0 0.0 0.0 1.54e-11 0.0 1.54e-11
GRB170206453 PowerLaw,1.0e-10,2.07 0.03 0.17 4.81e-11 -4.81e-11 5.65e-10 0.0 6.13e-10
GRB170318644 PowerLaw,1.0e-10,2.07 2.22 1.49 5.4e-12 -5.4e-12 1.52e-11 0.0 2.06e-11
GRB181125371 PowerLaw,1.0e-10,2.07 2.36 1.54 1.57e-11 -1.57e-11 3.37e-11 0.0 4.94e-11
GRB220412713 PowerLaw,1.0e-10,2.07 2.5 1.58 8.97e-12 -8.9e-12 2.12e-11 7.16e-14 3.01e-11
GRB220617772 PowerLaw,1.0e-10,2.07 4.16 2.04 9.09e-12 -7.82e-12 1.68e-11 1.27e-12 2.59e-11
