Name,transit,Significance,RA,DEC,PSF,TRIG MJD,First Transit Start MJD,First Transit Stop MJD,Tstart (GPS),Tstop (GPS),Second Transit Start MJD,Second Transit Stop MJD,Second Transit Start GPS,Second Transit Stop GPS,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Ra,Error_Radius,Dec,trigger_time,t90,t90_error,t90_start,fluence,fluence_error,flux_1024,flux_1024_error,flux_1024_time,flux_64,flux_64_error,flnc_band_ampl,flnc_band_ampl_pos_err,flnc_band_ampl_neg_err,flnc_band_epeak,flnc_band_epeak_pos_err,flnc_band_epeak_neg_err,flnc_band_alpha,flnc_band_alpha_pos_err,flnc_band_alpha_neg_err,flnc_band_beta,flnc_band_beta_pos_err,flnc_band_beta_neg_err,flnc_spectrum_start,flnc_spectrum_stop,pflx_best_fitting_model,pflx_best_model_redchisq,flnc_best_fitting_model,flnc_best_model_redchisq,trigger_name,lii,bii,duration_energy_low,duration_energy_high,back_interval_low_start,back_interval_low_stop,back_interval_high_start,back_interval_high_stop,t50,t50_error,t50_start,bcat_detector_mask,flu_low,flu_high,fluence_batse,fluence_batse_error,flux_64_time,flux_256,flux_256_error,flux_256_time,flux_batse_1024,flux_batse_1024_error,flux_batse_1024_time,flux_batse_64,flux_batse_64_error,flux_batse_64_time,flux_batse_256,flux_batse_256_error,flux_batse_256_time,actual_64ms_interval,actual_256ms_interval,actual_1024ms_interval,scat_detector_mask,pflx_spectrum_start,pflx_spectrum_stop,pflx_plaw_ampl,pflx_plaw_ampl_pos_err,pflx_plaw_ampl_neg_err,pflx_plaw_pivot,pflx_plaw_pivot_pos_err,pflx_plaw_pivot_neg_err,pflx_plaw_index,pflx_plaw_index_pos_err,pflx_plaw_index_neg_err,pflx_plaw_phtflux,pflx_plaw_phtflux_error,pflx_plaw_phtflnc,pflx_plaw_phtflnc_error,pflx_plaw_ergflux,pflx_plaw_ergflux_error,pflx_plaw_ergflnc,pflx_plaw_ergflnc_error,pflx_plaw_phtfluxb,pflx_plaw_phtfluxb_error,pflx_plaw_phtflncb,pflx_plaw_phtflncb_error,pflx_plaw_ergflncb,pflx_plaw_ergflncb_error,pflx_plaw_redchisq,pflx_plaw_redfitstat,pflx_plaw_dof,pflx_plaw_statistic,pflx_comp_ampl,pflx_comp_ampl_pos_err,pflx_comp_ampl_neg_err,pflx_comp_epeak,pflx_comp_epeak_pos_err,pflx_comp_epeak_neg_err,pflx_comp_index,pflx_comp_index_pos_err,pflx_comp_index_neg_err,pflx_comp_pivot,pflx_comp_pivot_pos_err,pflx_comp_pivot_neg_err,pflx_comp_phtflux,pflx_comp_phtflux_error,pflx_comp_phtflnc,pflx_comp_phtflnc_error,pflx_comp_ergflux,pflx_comp_ergflux_error,pflx_comp_ergflnc,pflx_comp_ergflnc_error,pflx_comp_phtfluxb,pflx_comp_phtfluxb_error,pflx_comp_phtflncb,pflx_comp_phtflncb_error,pflx_comp_ergflncb,pflx_comp_ergflncb_error,pflx_comp_redchisq,pflx_comp_redfitstat,pflx_comp_dof,pflx_comp_statistic,pflx_band_ampl,pflx_band_ampl_pos_err,pflx_band_ampl_neg_err,pflx_band_epeak,pflx_band_epeak_pos_err,pflx_band_epeak_neg_err,pflx_band_alpha,pflx_band_alpha_pos_err,pflx_band_alpha_neg_err,pflx_band_beta,pflx_band_beta_pos_err,pflx_band_beta_neg_err,pflx_band_phtflux,pflx_band_phtflux_error,pflx_band_phtflnc,pflx_band_phtflnc_error,pflx_band_ergflux,pflx_band_ergflux_error,pflx_band_ergflnc,pflx_band_ergflnc_error,pflx_band_phtfluxb,pflx_band_phtfluxb_error,pflx_band_phtflncb,pflx_band_phtflncb_error,pflx_band_ergflncb,pflx_band_ergflncb_error,pflx_band_redchisq,pflx_band_redfitstat,pflx_band_dof,pflx_band_statistic,pflx_sbpl_ampl,pflx_sbpl_ampl_pos_err,pflx_sbpl_ampl_neg_err,pflx_sbpl_pivot,pflx_sbpl_pivot_pos_err,pflx_sbpl_pivot_neg_err,pflx_sbpl_indx1,pflx_sbpl_indx1_pos_err,pflx_sbpl_indx1_neg_err,pflx_sbpl_brken,pflx_sbpl_brken_pos_err,pflx_sbpl_brken_neg_err,pflx_sbpl_brksc,pflx_sbpl_brksc_pos_err,pflx_sbpl_brksc_neg_err,pflx_sbpl_indx2,pflx_sbpl_indx2_pos_err,pflx_sbpl_indx2_neg_err,pflx_sbpl_phtflux,pflx_sbpl_phtflux_error,pflx_sbpl_phtflnc,pflx_sbpl_phtflnc_error,pflx_sbpl_ergflux,pflx_sbpl_ergflux_error,pflx_sbpl_ergflnc,pflx_sbpl_ergflnc_error,pflx_sbpl_phtfluxb,pflx_sbpl_phtfluxb_error,pflx_sbpl_phtflncb,pflx_sbpl_phtflncb_error,pflx_sbpl_ergflncb,pflx_sbpl_ergflncb_error,pflx_sbpl_redchisq,pflx_sbpl_redfitstat,pflx_sbpl_dof,pflx_sbpl_statistic,flnc_plaw_ampl,flnc_plaw_ampl_pos_err,flnc_plaw_ampl_neg_err,flnc_plaw_pivot,flnc_plaw_pivot_pos_err,flnc_plaw_pivot_neg_err,flnc_plaw_index,flnc_plaw_index_pos_err,flnc_plaw_index_neg_err,flnc_plaw_phtflux,flnc_plaw_phtflux_error,flnc_plaw_phtflnc,flnc_plaw_phtflnc_error,flnc_plaw_ergflux,flnc_plaw_ergflux_error,flnc_plaw_ergflnc,flnc_plaw_ergflnc_error,flnc_plaw_phtfluxb,flnc_plaw_phtfluxb_error,flnc_plaw_phtflncb,flnc_plaw_phtflncb_error,flnc_plaw_ergflncb,flnc_plaw_ergflncb_error,flnc_plaw_redchisq,flnc_plaw_redfitstat,flnc_plaw_dof,flnc_plaw_statistic,flnc_comp_ampl,flnc_comp_ampl_pos_err,flnc_comp_ampl_neg_err,flnc_comp_epeak,flnc_comp_epeak_pos_err,flnc_comp_epeak_neg_err,flnc_comp_index,flnc_comp_index_pos_err,flnc_comp_index_neg_err,flnc_comp_pivot,flnc_comp_pivot_pos_err,flnc_comp_pivot_neg_err,flnc_comp_phtflux,flnc_comp_phtflux_error,flnc_comp_phtflnc,flnc_comp_phtflnc_error,flnc_comp_ergflux,flnc_comp_ergflux_error,flnc_comp_ergflnc,flnc_comp_ergflnc_error,flnc_comp_phtfluxb,flnc_comp_phtfluxb_error,flnc_comp_phtflncb,flnc_comp_phtflncb_error,flnc_comp_ergflncb,flnc_comp_ergflncb_error,flnc_comp_redchisq,flnc_comp_redfitstat,flnc_comp_dof,flnc_comp_statistic,flnc_band_phtflux,flnc_band_phtflux_error,flnc_band_phtflnc,flnc_band_phtflnc_error,flnc_band_ergflux,flnc_band_ergflux_error,flnc_band_ergflnc,flnc_band_ergflnc_error,flnc_band_phtfluxb,flnc_band_phtfluxb_error,flnc_band_phtflncb,flnc_band_phtflncb_error,flnc_band_ergflncb,flnc_band_ergflncb_error,flnc_band_redchisq,flnc_band_redfitstat,flnc_band_dof,flnc_band_statistic,flnc_sbpl_ampl,flnc_sbpl_ampl_pos_err,flnc_sbpl_ampl_neg_err,flnc_sbpl_pivot,flnc_sbpl_pivot_pos_err,flnc_sbpl_pivot_neg_err,flnc_sbpl_indx1,flnc_sbpl_indx1_pos_err,flnc_sbpl_indx1_neg_err,flnc_sbpl_brken,flnc_sbpl_brken_pos_err,flnc_sbpl_brken_neg_err,flnc_sbpl_brksc,flnc_sbpl_brksc_pos_err,flnc_sbpl_brksc_neg_err,flnc_sbpl_indx2,flnc_sbpl_indx2_pos_err,flnc_sbpl_indx2_neg_err,flnc_sbpl_phtflux,flnc_sbpl_phtflux_error,flnc_sbpl_phtflnc,flnc_sbpl_phtflnc_error,flnc_sbpl_ergflux,flnc_sbpl_ergflux_error,flnc_sbpl_ergflnc,flnc_sbpl_ergflnc_error,flnc_sbpl_phtfluxb,flnc_sbpl_phtfluxb_error,flnc_sbpl_phtflncb,flnc_sbpl_phtflncb_error,flnc_sbpl_ergflncb,flnc_sbpl_ergflncb_error,flnc_sbpl_redchisq,flnc_sbpl_redfitstat,flnc_sbpl_dof,flnc_sbpl_statistic,bcatalog,scatalog,last_modified,Unnamed: 307,Trigger_time(mjd),Fermi_Name,z
GRB170708046,1__plus_20,1.45,335.74,36.84,0.5,57942.04596361112,57942.2751751,57942.5404267,1183530993.0,1183553911.0,57943.2724436,57943.5376953,1183617157.0,1183640075.0,28,2601,,335.8349999999999,0.5,19.79805555555556,2017-07-08 01:06:11.256,0.144,0.045,-0.016,7.9242e-07,1.1866e-08,5.5747,0.2286,-0.448,55.6362,1.9829,  2.082375e-01,          7.108720e-02,          7.108720e-02,   1.207529e+02,           2.990698e+01,           2.990698e+01,  -4.263929e-01,           2.314632e-01,           2.314632e-01, -1.814984e+00,          7.740557e-02,          7.740557e-02,             -0.064,             0.192,pflx_sbpl              ,                   1.029,flnc_sbpl              ,                   1.022,bn170708046 ,81.5908,-30.9376,50.0,300.0,-3.7,-0.55,0.63,4.45,0.064,0.023,0.0,1111100,10.0,1000.0,4.6872e-07,6.1874e-09,0.0,21.9393,0.711,-0.064,2.2695,0.0911,-0.448,25.7074,1.0165,0.0,8.9487,0.3002,-0.064,0.064,0.256,1.024,00000001100101    ,              0.000,             0.064,  1.070266e-01,          3.619865e-03,          3.619865e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -1.469364e+00,           2.282095e-02,           2.282095e-02,     5.942403e+01,           2.431676e+00,     3.749627e+00,           1.534376e-01,     1.001163e-05,           4.086299e-07,     6.317290e-07,           2.578435e-08,      1.791476e+01,            6.128742e-01,      1.130413e+00,            3.867207e-02,      2.234738e-07,            7.855975e-09,             1.190,               1.253,      483.000,Castor C-STAT      ,  2.320144e-01,          2.479175e-02,          2.479175e-02,   3.154425e+02,           3.709110e+01,           3.709110e+01,  -8.172887e-01,           8.724117e-02,           8.724117e-02,   1.000000e+02,           0.000000e+00,           0.000000e+00,     5.710522e+01,           2.176759e+00,     3.603312e+00,           1.373524e-01,     1.037306e-05,           5.820739e-07,     6.545353e-07,           3.672858e-08,      2.588170e+01,            1.157777e+00,      1.633123e+00,            7.305515e-02,      3.355296e-07,            1.592913e-08,             1.491,               1.066,      482.000,Castor C-STAT      ,  1.132524e+00,          4.353249e-01,          4.353249e-01,   1.115553e+02,           2.003250e+01,           2.003250e+01,   9.395633e-02,           2.820626e-01,           2.820626e-01, -1.864925e+00,          7.506406e-02,          7.506406e-02,     5.442524e+01,           2.087092e+00,     3.434206e+00,           1.316945e-01,     1.014195e-05,           4.556769e-07,     6.399520e-07,           2.875300e-08,      2.615620e+01,            1.167414e+00,      1.650444e+00,            7.366327e-02,      3.074608e-07,            1.432864e-08,             1.032,               0.986,      481.000,Castor C-STAT      ,  1.655496e-01,          9.307444e-03,          9.307444e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,   6.566434e-02,           3.784285e-01,           3.784285e-01,   4.724650e+01,           1.071663e+01,           1.071663e+01,   3.000000e-01,           0.000000e+00,           0.000000e+00,  -1.870659e+00,           7.940006e-02,           7.940006e-02,     5.417252e+01,           2.093420e+00,     3.418260e+00,           1.320938e-01,     1.018925e-05,           4.580962e-07,     6.429364e-07,           2.890565e-08,      2.587829e+01,            1.184379e+00,      1.632908e+00,            7.473376e-02,      3.053420e-07,            1.427827e-08,             1.029,               0.986,      481.000,Castor C-STAT      ,  3.959208e-02,          1.247000e-03,          1.247000e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -1.501039e+00,           2.157748e-02,           2.157748e-02,     2.254160e+01,           8.285643e-01,     5.729736e+00,           2.106086e-01,     3.606946e-06,           1.386276e-07,     9.168315e-07,           3.523706e-08,      6.611513e+00,            2.104990e-01,      1.680547e+00,            5.350570e-02,      3.294776e-07,            1.092909e-08,             1.116,               1.256,      483.000,Castor C-STAT      ,  7.069807e-02,          7.205442e-03,          7.205442e-03,   3.528061e+02,           5.265134e+01,           5.265134e+01,  -1.027740e+00,           7.938659e-02,           7.938659e-02,   1.000000e+02,           0.000000e+00,           0.000000e+00,     2.171815e+01,           7.831764e-01,     5.520428e+00,           1.990717e-01,     3.666261e-06,           2.087651e-07,     9.319086e-07,           5.306497e-08,      8.737260e+00,            3.676836e-01,      2.220880e+00,            9.345967e-02,      4.475450e-07,            1.979217e-08,             1.220,               1.129,      482.000,Castor C-STAT      ,     2.086930e+01,           7.723564e-01,     5.304662e+00,           1.963214e-01,     3.569399e-06,           1.540283e-07,     9.072876e-07,           3.915167e-08,      8.733749e+00,            3.647207e-01,      2.219988e+00,            9.270652e-02,      4.146103e-07,            1.817196e-08,             1.026,               1.082,      481.000,Castor C-STAT      ,  5.455541e-02,          2.929602e-03,          2.929602e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -4.641976e-01,           2.873771e-01,           2.873771e-01,   4.823826e+01,           1.294353e+01,           1.294353e+01,   3.000000e-01,           0.000000e+00,           0.000000e+00,  -1.816086e+00,           8.006370e-02,           8.006370e-02,     2.078983e+01,           7.743979e-01,     5.284463e+00,           1.968403e-01,     3.583336e-06,           1.541361e-07,     9.108301e-07,           3.917908e-08,      8.660470e+00,            3.723042e-01,      2.201361e+00,            9.463414e-02,      4.120836e-07,            1.809506e-08,             1.022,               1.081,      481.000,Castor C-STAT      ,3,       4,2019-03-18 21:16:24.00,,57942.04596361112,GRB170708046,0.009
GRB170816599,1__plus_20,1.54,351.08,29.91,0.5,57981.599351331024,57982.2113355,57982.4690348,1186981477.0,1187003743.0,57983.2086156,57983.4663149,1187067642.0,1187089908.0,23,2365,,350.8408333333333,0.5,12.853055555555557,2017-08-16 14:23:03.955,1.6,0.143,-0.064,3.5294e-06,2.6028e-08,7.4226,0.2935,-0.448,26.5651,1.5493,  3.298817e-02,          1.227101e-03,          1.227101e-03,   1.337769e+03,           1.086815e+02,           1.086815e+02,  -5.768046e-01,           4.635974e-02,           4.635974e-02, -1.115493e+01,          9.524346e+03,          9.524346e+03,            -11.584,             1.600,pflx_comp              ,                   0.958,flnc_comp              ,                   1.003,bn170816599 ,92.0065,-44.6656,50.0,300.0,-8.54,-0.47,3.75,9.11,0.192,0.091,0.0,1100100,10.0,1000.0,8.3975e-07,1.5014e-08,0.064,23.3563,0.8338,0.0,2.9138,0.1477,-0.448,12.5228,1.0762,0.064,9.9704,0.5154,0.0,0.064,0.256,1.024,00000001100101    ,              0.192,             0.256,  5.500348e-02,          2.616342e-03,          2.616342e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -1.103636e+00,           3.269541e-02,           3.269541e-02,     2.553139e+01,           1.829364e+00,     1.616600e+00,           1.158320e-01,     7.611181e-06,           3.527483e-07,     4.819260e-07,           2.233537e-08,      9.652284e+00,            6.110582e-01,      6.111648e-01,            3.869108e-02,      1.329371e-07,            7.694685e-09,             1.566,               1.572,      482.000,Castor C-STAT      ,  5.488772e-02,          5.438682e-03,          5.438682e-03,   1.249177e+03,           1.131312e+02,           1.131312e+02,   1.741488e-02,           1.225761e-01,           1.225761e-01,   1.000000e+02,           0.000000e+00,           0.000000e+00,     2.712399e+01,           1.390063e+00,     1.717441e+00,           8.801623e-02,     1.661301e-05,           8.881966e-07,     1.051905e-06,           5.623897e-08,      1.046927e+01,            7.861906e-01,      6.628950e-01,            4.978014e-02,      1.773650e-07,            1.169993e-08,             0.958,               0.992,      481.000,Castor C-STAT      ,  5.489155e-02,          5.381078e-03,          5.381078e-03,   1.253228e+03,           1.348698e+02,           1.348698e+02,   1.365871e-02,           1.176235e-01,           1.176235e-01, -5.462114e+00,          7.067419e+00,          7.067419e+00,     2.711122e+01,           1.390713e+00,     1.716633e+00,           8.805741e-02,     1.659224e-05,           8.934133e-07,     1.050590e-06,           5.656928e-08,      1.046845e+01,            7.874674e-01,      6.628428e-01,            4.986098e-02,      1.772599e-07,            1.172593e-08,             0.956,               0.994,      480.000,Castor C-STAT      ,  4.565742e-02,          4.438359e-03,          4.438359e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -3.230919e-01,           9.582795e-02,           9.582795e-02,   1.431404e+03,           3.378834e+02,           3.378834e+02,   3.000000e-01,           0.000000e+00,           0.000000e+00,  -5.287073e+00,           5.575793e+00,           5.575793e+00,     2.770561e+01,           1.439663e+00,     1.754268e+00,           9.115684e-02,     1.713162e-05,           9.605526e-07,     1.084742e-06,           6.082042e-08,      9.910943e+00,            7.373734e-01,      6.275426e-01,            4.668912e-02,      1.641363e-07,            1.088718e-08,             0.940,               0.989,      480.000,Castor C-STAT      ,  2.697087e-02,          7.451028e-04,          7.451028e-04,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -1.238822e+00,           1.064205e-02,           1.064205e-02,     1.303080e+01,           4.154507e-01,     9.117234e+00,           2.906776e-01,     3.174059e-06,           7.815284e-08,     2.220788e-06,           5.468106e-08,      4.633799e+00,            1.254399e-01,      3.242122e+00,            8.776630e-02,      6.809409e-07,            1.738013e-08,             2.000,               2.155,      482.000,Castor C-STAT      ,  3.299061e-02,          1.190022e-03,          1.190022e-03,   1.337131e+03,           1.081116e+02,           1.081116e+02,  -5.768291e-01,           4.557061e-02,           4.557061e-02,   1.000000e+02,           0.000000e+00,           0.000000e+00,     1.279627e+01,           3.487028e-01,     8.953140e+00,           2.439762e-01,     5.467310e-06,           1.556247e-07,     3.825303e-06,           1.088857e-07,      5.603250e+00,            1.697698e-01,      3.920416e+00,            1.187826e-01,      9.363401e-07,            2.775688e-08,             1.003,               1.061,      481.000,Castor C-STAT      ,     1.279712e+01,           3.487147e-01,     8.953737e+00,           2.439846e-01,     5.468462e-06,           1.557797e-07,     3.826110e-06,           1.089941e-07,      5.603287e+00,            1.697844e-01,      3.920442e+00,            1.187928e-01,      9.363667e-07,            2.775951e-08,             1.005,               1.063,      480.000,Castor C-STAT      ,  2.820940e-02,          9.337943e-04,          9.337943e-04,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -7.314936e-01,           3.674418e-02,           3.674418e-02,   1.242763e+03,           2.115934e+02,           2.115934e+02,   3.000000e-01,           0.000000e+00,           0.000000e+00,  -3.888122e+00,           1.193811e+00,           1.193811e+00,     1.307737e+01,           3.569733e-01,     9.149818e+00,           2.497629e-01,     5.699142e-06,           1.705657e-07,     3.987509e-06,           1.193394e-07,      5.364155e+00,            1.646381e-01,      3.753129e+00,            1.151921e-01,      8.940675e-07,            2.768062e-08,             0.992,               1.056,      480.000,Castor C-STAT      ,3,       4,2019-03-18 21:16:25.00,,57981.599351331024,GRB170816599,0.009
GRB170222209,1__plus_20,0.86,293.28,45.34,0.8,57806.20901712962,57806.5261924,57806.7943169,1171802281.0,1171825447.0,57807.5234609,57807.7915854,1171888445.0,1171911611.0,33,2857,,292.95583333333326,0.8,28.211111111111112,2017-02-22 05:00:59.080,1.664,0.143,-0.064,3.1571e-06,1.4502e-08,9.0182,0.4151,0.192,17.7821,1.8713,  3.042309e-02,          1.404893e-03,          1.404893e-03,   8.216656e+02,           7.539099e+01,           7.539099e+01,  -5.858884e-01,           6.564218e-02,           6.564218e-02, -3.136115e+00,          4.890477e+01,          4.890477e+01,             -0.064,             1.664,pflx_comp              ,                   1.058,flnc_comp              ,                   0.934,bn170222209 ,62.4475,4.4773,50.0,300.0,-7.14,-0.57,2.86,8.44,0.832,0.091,0.256,100100000000,10.0,1000.0,1.2277e-06,8.0279e-09,1.152,10.8518,0.8998,1.024,4.2676,0.2048,0.192,9.217,1.2034,1.152,5.2966,0.4557,0.576,0.064,0.256,1.024,00100100000010    ,              0.000,             0.064,  3.942094e-02,          3.293276e-03,          3.293276e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -1.367396e+00,           4.230714e-02,           4.230714e-02,     2.037599e+01,           2.045232e+00,     1.293491e+00,           1.298337e-01,     4.048558e-06,           3.383993e-07,     2.570071e-07,           2.148198e-08,      6.648464e+00,            5.604493e-01,      4.220522e-01,            3.557797e-02,      8.592659e-08,            7.019195e-09,             1.050,               1.028,      362.000,Castor C-STAT      ,  4.985180e-02,          5.282443e-03,          5.282443e-03,   1.324942e+03,           3.463776e+02,           3.463776e+02,  -8.918928e-01,           1.269931e-01,           1.269931e-01,   1.000000e+02,           0.000000e+00,           0.000000e+00,     1.927551e+01,           1.819827e+00,     1.223632e+00,           1.155247e-01,     6.065247e-06,           5.965373e-07,     3.850289e-07,           3.786888e-08,      8.100593e+00,            7.970021e-01,      5.142350e-01,            5.059461e-02,      1.148544e-07,            1.165793e-08,             1.058,               0.968,      361.000,Castor C-STAT      ,  4.973698e-02,          5.172104e-03,          5.172104e-03,   1.346514e+03,           3.674932e+02,           3.674932e+02,  -8.945277e-01,           1.242682e-01,           1.242682e-01, -9.570312e+00,          9.090446e+03,          9.090446e+03,     1.929141e+01,           1.821550e+00,     1.224641e+00,           1.156341e-01,     6.074484e-06,           5.977855e-07,     3.856153e-07,           3.794811e-08,      8.094902e+00,            7.942175e-01,      5.138737e-01,            5.041784e-02,      1.147595e-07,            1.160491e-08,             1.058,               0.971,      360.000,Castor C-STAT      ,  4.422563e-02,          4.074272e-03,          4.074272e-03,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -9.747903e-01,           1.067887e-01,           1.067887e-01,   1.595525e+03,           2.136846e+03,           2.136846e+03,   3.000000e-01,           0.000000e+00,           0.000000e+00,  -6.302244e+00,           1.398833e+01,           1.398833e+01,     1.972984e+01,           1.841798e+00,     1.252473e+00,           1.169195e-01,     6.502861e-06,           6.723361e-07,     4.128091e-07,           4.268067e-08,      7.923525e+00,            7.848738e-01,      5.029945e-01,            4.982469e-02,      1.131176e-07,            1.190197e-08,             1.064,               0.962,      360.000,Castor C-STAT      ,  2.125034e-02,          6.077513e-04,          6.077513e-04,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -1.352770e+00,           1.222873e-02,           1.222873e-02,     1.088676e+01,           3.729261e-01,     1.523467e+01,           5.218638e-01,     2.214399e-06,           6.045855e-08,     3.098776e-06,           8.460422e-08,      3.589696e+00,            1.019063e-01,      5.023333e+00,            1.426051e-01,      1.026635e-06,            2.796104e-08,             1.829,               2.016,      362.000,Castor C-STAT      ,  3.031043e-02,          1.354592e-03,          1.354592e-03,   8.341014e+02,           7.280035e+01,           7.280035e+01,  -5.892100e-01,           6.395686e-02,           6.395686e-02,   1.000000e+02,           0.000000e+00,           0.000000e+00,     1.004273e+01,           3.111719e-01,     1.405356e+01,           4.354464e-01,     3.640683e-06,           1.149831e-07,     5.094684e-06,           1.609046e-07,      4.672513e+00,            1.549803e-01,      6.538601e+00,            2.168758e-01,      1.527060e-06,            5.220097e-08,             0.934,               0.999,      361.000,Castor C-STAT      ,     1.001978e+01,           3.148543e-01,     1.402144e+01,           4.405995e-01,     3.619881e-06,           1.183366e-07,     5.065574e-06,           1.655974e-07,      4.673588e+00,            1.578544e-01,      6.540106e+00,            2.208976e-01,      1.527083e-06,            5.361855e-08,             0.929,               1.001,      360.000,Castor C-STAT      ,  2.428378e-02,          8.570310e-04,          8.570310e-04,   1.000000e+02,           0.000000e+00,           0.000000e+00,  -7.834788e-01,           4.992539e-02,           4.992539e-02,   8.538721e+02,           2.228490e+02,           2.228490e+02,   3.000000e-01,           0.000000e+00,           0.000000e+00,  -4.111386e+00,           5.489156e+00,           5.489156e+00,     1.034194e+01,           3.306214e-01,     1.447226e+01,           4.626636e-01,     3.757578e-06,           1.387694e-07,     5.258264e-06,           1.941905e-07,      4.519760e+00,            1.533510e-01,      6.324842e+00,            2.145956e-01,      1.484385e-06,            5.394735e-08,             0.925,               0.992,      360.000,Castor C-STAT      ,3,       3,2018-05-20 01:03:31.00,,57806.20901712962,GRB170222209,0.009
